Amount,AmountIncludingVAT,Description,DocumentNo,BilltoCustomerNo,Quantity,PostingDate,LocationCode,GSTAssessableValueLCY,InvDiscountAmount,ItemCategoryCode,no,billToName,billToCity,state
0.0,0.0,Shipment No. DS25-03978:,SINV25-04423,,0.0,2026-02-13,FG,0,0,,SINV25-04423,SPECTRA TELEVENTURES PRIVATE LIMITED,NEW DELHI,DL
993300.0,993300.0,SOLAR PANEL 550 WP MONO HALF CUT DCR BIFACIAL GLASS TO BACK SHEET,SINV25-04423,C000388,84.0,2026-02-13,FG,0,0,FG-SOLAR PANEL TB,SINV25-04423,SPECTRA TELEVENTURES PRIVATE LIMITED,NEW DELHI,DL
0.0,0.0,Shipment No. DS25-03973:,SINV25-04424,,0.0,2026-02-13,,0,0,,SINV25-04424,ASJANS EXPORT PRIVATE LIMITED,NARAVITA PART 1,AS
4019400.0,4019400.0,SOLAR PANEL 550 WP MONO HALF CUT DCR BIFACIAL GLASS TO BACK SHEET,SINV25-04424,C000399,336.0,2026-02-13,WH-KUTAIL,0,0,FG-SOLAR PANEL TB,SINV25-04424,ASJANS EXPORT PRIVATE LIMITED,NARAVITA PART 1,AS
0.0,0.0,Shipment No. DS25-03974:,SINV25-04424,,0.0,2026-02-13,,0,0,,SINV25-04424,ASJANS EXPORT PRIVATE LIMITED,NARAVITA PART 1,AS
280000.0,280000.0,SOLAR ON GRID TIE INVERTER 3.0 KW SINGLE MPPT 1 STR-1PH,SINV25-04424,C000399,20.0,2026-02-13,MAIN STORE,0,0,ON GRID INVERTER,SINV25-04424,ASJANS EXPORT PRIVATE LIMITED,NARAVITA PART 1,AS
0.0,0.0,Shipment No. DS25-03972:,SINV25-04425,,0.0,2026-02-13,FG,0,0,,SINV25-04425,RAYDEAN ENTERPRISES PRIVATE LIMITED,PUNE,MH
3460800.0,3460800.0,SOLAR PANEL 500 WP MONO HALF CUT DCR,SINV25-04425,C000559,336.0,2026-02-13,FG,0,0,FG-SOLAR PANEL WB,SINV25-04425,RAYDEAN ENTERPRISES PRIVATE LIMITED,PUNE,MH
0.0,0.0,Shipment No. DS25-03970:,SINV25-04426,,0.0,2026-02-13,,0,0,,SINV25-04426,NIBEDITA ENGINEERING,TINSUKIA,AS
2310000.0,2310000.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,SINV25-04426,C000305,336.0,2026-02-13,FG,0,0,FG-SOLAR PANEL TB,SINV25-04426,NIBEDITA ENGINEERING,TINSUKIA,AS
0.0,0.0,Shipment No. DS25-03981:,SINV25-04427,,0.0,2026-02-13,,0,0,,SINV25-04427,OSWAL PUMPS LIMITED,KUTAIL,HR
2200000.0,2200000.0,SOLAR PANEL 500 WP MONO HALF CUT DCR,SINV25-04427,C000106,200.0,2026-02-13,FG,0,0,FG-SOLAR PANEL WB,SINV25-04427,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03982:,SINV25-04428,,0.0,2026-02-13,,0,0,,SINV25-04428,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04428,C000106,224.0,2026-02-13,FG,0,0,FG-SOLAR PANEL WB,SINV25-04428,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03983:,SINV25-04429,,0.0,2026-02-13,,0,0,,SINV25-04429,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04429,C000106,224.0,2026-02-13,FG,0,0,FG-SOLAR PANEL WB,SINV25-04429,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03980:,SINV25-04430,,0.0,2026-02-13,FG,0,0,,SINV25-04430,RAYDEAN ENTERPRISES PRIVATE LIMITED,PUNE,MH
3703056.0,3703056.0,SOLAR PANEL 535 WP MONO HALF CUT DCR,SINV25-04430,C000559,336.0,2026-02-13,FG,0,0,FG-SOLAR PANEL WB,SINV25-04430,RAYDEAN ENTERPRISES PRIVATE LIMITED,PUNE,MH
0.0,0.0,Shipment No. DS25-03984:,SINV25-04431,,0.0,2026-02-13,,0,0,,SINV25-04431,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04431,C000106,224.0,2026-02-13,FG,0,0,FG-SOLAR PANEL WB,SINV25-04431,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03985:,SINV25-04432,,0.0,2026-02-13,,0,0,,SINV25-04432,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04432,C000106,224.0,2026-02-13,FG,0,0,FG-SOLAR PANEL WB,SINV25-04432,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03986:,SINV25-04433,,0.0,2026-02-13,,0,0,,SINV25-04433,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04433,C000106,224.0,2026-02-13,FG,0,0,FG-SOLAR PANEL WB,SINV25-04433,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03987:,SINV25-04434,,0.0,2026-02-13,,0,0,,SINV25-04434,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04434,C000106,224.0,2026-02-13,FG,0,0,FG-SOLAR PANEL WB,SINV25-04434,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03988:,SINV25-04435,,0.0,2026-02-13,,0,0,,SINV25-04435,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04435,C000106,224.0,2026-02-13,FG,0,0,FG-SOLAR PANEL WB,SINV25-04435,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03989:,SINV25-04436,,0.0,2026-02-13,,0,0,,SINV25-04436,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04436,C000106,224.0,2026-02-13,FG,0,0,FG-SOLAR PANEL WB,SINV25-04436,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03990:,SINV25-04437,,0.0,2026-02-13,,0,0,,SINV25-04437,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04437,C000106,224.0,2026-02-13,FG,0,0,FG-SOLAR PANEL WB,SINV25-04437,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03971:,SINV25-04438,,0.0,2026-02-13,,0,0,,SINV25-04438,SIDHU GREEN INDUSTRIES,MALOUT,PB
1925000.0,1925000.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,SINV25-04438,C000503,280.0,2026-02-13,FG,0,0,FG-SOLAR PANEL TB,SINV25-04438,SIDHU GREEN INDUSTRIES,MALOUT,PB
0.0,0.0,Shipment No. DS25-03991:,SINV25-04439,,0.0,2026-02-13,,0,0,,SINV25-04439,RAYDEAN ENTERPRISES PRIVATE LIMITED,PUNE,MH
3703056.0,3703056.0,SOLAR PANEL 535 WP MONO HALF CUT DCR,SINV25-04439,C000559,336.0,2026-02-13,FG,0,0,FG-SOLAR PANEL WB,SINV25-04439,RAYDEAN ENTERPRISES PRIVATE LIMITED,PUNE,MH
0.0,0.0,Shipment No. DS25-03992:,SINV25-04440,,0.0,2026-02-13,FG,0,0,,SINV25-04440,RAJASTHAN ELECTRONICS AND INSTRUMENTS LIMITED,JAIPUR,RJ
979182.84,979182.84,SOLAR PANEL 550 WP MONO HALF CUT NON DCR,SINV25-04440,C000278,137.0,2026-02-13,FG,0,0,FG-SOLAR PANEL WB,SINV25-04440,RAJASTHAN ELECTRONICS AND INSTRUMENTS LIMITED,JAIPUR,RJ
0.0,0.0,Shipment No. DS25-03993:,SINV25-04441,,0.0,2026-02-13,,0,0,,SINV25-04441,RAYDEAN ENTERPRISES PRIVATE LIMITED,PUNE,MH
1792200.0,1792200.0,SOLAR PANEL 500 WP MONO HALF CUT DCR,SINV25-04441,C000559,174.0,2026-02-13,FG,0,0,FG-SOLAR PANEL WB,SINV25-04441,RAYDEAN ENTERPRISES PRIVATE LIMITED,PUNE,MH
0.0,0.0,Shipment No. DS25-03994:,SINV25-04441,,0.0,2026-02-13,,0,0,,SINV25-04441,RAYDEAN ENTERPRISES PRIVATE LIMITED,PUNE,MH
628197.0,628197.0,SOLAR PANEL 535 WP MONO HALF CUT DCR,SINV25-04441,C000559,57.0,2026-02-13,FG,0,0,FG-SOLAR PANEL WB,SINV25-04441,RAYDEAN ENTERPRISES PRIVATE LIMITED,PUNE,MH
1322400.0,1322400.0,SOLAR GLASS 2272MM X 1128MM X3.2MM,SINV25-04442,C000004,1200.0,2026-02-14,MAIN STORE,0,0,RM-GLASS,SINV25-04442,ADM SOLAR POWER & INFRASTRUCTURE PVT LTD,FARIDABAD,HR
1322400.0,1322400.0,SOLAR GLASS 2272MM X 1128MM X3.2MM,SINV25-04443,C000004,1200.0,2026-02-14,MAIN STORE,0,0,RM-GLASS,SINV25-04443,ADM SOLAR POWER & INFRASTRUCTURE PVT LTD,FARIDABAD,HR
1322400.0,1322400.0,SOLAR GLASS 2272MM X 1128MM X3.2MM,SINV25-04444,C000004,1200.0,2026-02-14,MAIN STORE,0,0,RM-GLASS,SINV25-04444,ADM SOLAR POWER & INFRASTRUCTURE PVT LTD,FARIDABAD,HR
1322400.0,1322400.0,SOLAR GLASS 2272MM X 1128MM X3.2MM,SINV25-04445,C000004,1200.0,2026-02-14,MAIN STORE,0,0,RM-GLASS,SINV25-04445,ADM SOLAR POWER & INFRASTRUCTURE PVT LTD,FARIDABAD,HR
1322400.0,1322400.0,SOLAR GLASS 2272MM X 1128MM X3.2MM,SINV25-04446,C000004,1200.0,2026-02-14,MAIN STORE,0,0,RM-GLASS,SINV25-04446,ADM SOLAR POWER & INFRASTRUCTURE PVT LTD,FARIDABAD,HR
60000.0,60000.0,RENT INCOME,SINV25-04447,C000106,1.0,2026-02-14,FG,0,0,,SINV25-04447,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-03996:,SINV25-04448,,0.0,2026-02-14,FG,0,0,,SINV25-04448,CHAHAL POWER PROJECTS,UKLANA,HR
198660.0,198660.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR BIFACIAL GLASS TO BACK SHEET,SINV25-04448,C000037,28.0,2026-02-14,FG,0,0,FG-SOLAR PANEL TB,SINV25-04448,CHAHAL POWER PROJECTS,UKLANA,HR
331100.0,331100.0,SOLAR PANEL 550 WP MONO HALF CUT DCR BIFACIAL GLASS TO BACK SHEET,SINV25-04448,C000037,28.0,2026-02-14,FG,0,0,FG-SOLAR PANEL TB,SINV25-04448,CHAHAL POWER PROJECTS,UKLANA,HR
26460.0,26460.0,WASTE PAPER,SINV25-04449,C000231,2940.0,2026-02-14,SCRAP,0,0,SCRAP,SINV25-04449,RAJDEEP ECO CARE,LADWA,HR
10080.0,10080.0,CARD BOARD,SINV25-04449,C000231,720.0,2026-02-14,SCRAP,0,0,SCRAP,SINV25-04449,RAJDEEP ECO CARE,LADWA,HR
0.0,0.0,Shipment No. DS25-03997:,SINV25-04450,,0.0,2026-02-14,FG,0,0,,SINV25-04450,GRUN UMWELT ENERGY PRIVATE LIMITED,JAMMU,JK
114400.0,114400.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR,SINV25-04450,C000473,16.0,2026-02-14,FG,0,0,FG-SOLAR PANEL WB,SINV25-04450,GRUN UMWELT ENERGY PRIVATE LIMITED,JAMMU,JK
0.0,0.0,Shipment No. DS25-03998:,SINV25-04451,,0.0,2026-02-14,FG,0,0,,SINV25-04451,GRUN UMWELT ENERGY PRIVATE LIMITED,JAMMU,JK
85800.0,85800.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR,SINV25-04451,C000473,12.0,2026-02-14,FG,0,0,FG-SOLAR PANEL WB,SINV25-04451,GRUN UMWELT ENERGY PRIVATE LIMITED,JAMMU,JK
0.0,0.0,Shipment No. DS25-04000:,SINV25-04451,,0.0,2026-02-14,FG,0,0,,SINV25-04451,GRUN UMWELT ENERGY PRIVATE LIMITED,JAMMU,JK
21450.0,21450.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR,SINV25-04451,C000473,3.0,2026-02-14,FG,0,0,FG-SOLAR PANEL WB,SINV25-04451,GRUN UMWELT ENERGY PRIVATE LIMITED,JAMMU,JK
0.0,0.0,Shipment No. DS25-03999:,SINV25-04452,,0.0,2026-02-14,FG,0,0,,SINV25-04452,THE SANDLANA ADRESH COOPERATIVE LABOUR AND CONSTRUCTION SOCIETY LIMITED,HISAR,HR
1175020.0,1175020.0,SOLAR PANEL 545 WP MONO HALF CUT NON DCR,SINV25-04452,C000376,196.0,2026-02-14,FG,0,0,FG-SOLAR PANEL WB,SINV25-04452,THE SANDLANA ADRESH COOPERATIVE LABOUR AND CONSTRUCTION SOCIETY LIMITED,HISAR,HR
0.0,0.0,Shipment No. DS25-04001:,SINV25-04453,,0.0,2026-02-14,FG,0,0,,SINV25-04453,THE SANDLANA ADRESH COOPERATIVE LABOUR AND CONSTRUCTION SOCIETY LIMITED,HISAR,HR
941215.0,941215.0,SOLAR PANEL 545 WP MONO HALF CUT NON DCR,SINV25-04453,C000376,157.0,2026-02-14,FG,0,0,FG-SOLAR PANEL WB,SINV25-04453,THE SANDLANA ADRESH COOPERATIVE LABOUR AND CONSTRUCTION SOCIETY LIMITED,HISAR,HR
6210.0,6210.0,WOODEN SCRAP,SINV25-04454,C000510,690.0,2026-02-14,SCRAP,0,0,SCRAP,SINV25-04454,GOPAL AGRO ENGG WORK,YAMUNANAGAR,HR
24300.0,24300.0,IRON DRUM,SINV25-04455,C000362,45.0,2026-02-14,SCRAP,0,0,SCRAP,SINV25-04455,BHAGWAN PARSHURAM TRADING COMPANY,GHARAUNDA,HR
0.0,0.0,Shipment No. DS25-03995:,SINV25-04456,,0.0,2026-02-14,,0,0,,SINV25-04456,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04456,C000106,224.0,2026-02-14,FG,0,0,FG-SOLAR PANEL WB,SINV25-04456,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-04003:,SINV25-04457,,0.0,2026-02-14,,0,0,,SINV25-04457,GIGA SOLAR,ZIRAKPUR,PB
689700.0,689700.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR,SINV25-04457,C000529,110.0,2026-02-14,FG,0,0,FG-SOLAR PANEL WB,SINV25-04457,GIGA SOLAR,ZIRAKPUR,PB
0.0,0.0,Shipment No. DS25-04004:,SINV25-04458,,0.0,2026-02-14,,0,0,,SINV25-04458,GIGA SOLAR,ZIRAKPUR,PB
915420.0,915420.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR,SINV25-04458,C000529,146.0,2026-02-14,FG,0,0,FG-SOLAR PANEL WB,SINV25-04458,GIGA SOLAR,ZIRAKPUR,PB
0.0,0.0,Shipment No. DS25-04005:,SINV25-04459,,0.0,2026-02-14,,0,0,,SINV25-04459,GIGA SOLAR,ZIRAKPUR,PB
802560.0,802560.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR,SINV25-04459,C000529,128.0,2026-02-14,FG,0,0,FG-SOLAR PANEL WB,SINV25-04459,GIGA SOLAR,ZIRAKPUR,PB
0.0,0.0,Shipment No. DS25-04006:,SINV25-04460,,0.0,2026-02-14,,0,0,,SINV25-04460,GIGA SOLAR,ZIRAKPUR,PB
457710.0,457710.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR,SINV25-04460,C000529,73.0,2026-02-14,FG,0,0,FG-SOLAR PANEL WB,SINV25-04460,GIGA SOLAR,ZIRAKPUR,PB
0.0,0.0,Shipment No. DS25-04007:,SINV25-04461,,0.0,2026-02-14,,0,0,,SINV25-04461,GIGA SOLAR,ZIRAKPUR,PB
746130.0,746130.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR,SINV25-04461,C000529,119.0,2026-02-14,FG,0,0,FG-SOLAR PANEL WB,SINV25-04461,GIGA SOLAR,ZIRAKPUR,PB
0.0,0.0,Shipment No. DS25-04008:,SINV25-04462,,0.0,2026-02-14,,0,0,,SINV25-04462,GIGA SOLAR,ZIRAKPUR,PB
1147410.0,1147410.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR,SINV25-04462,C000529,183.0,2026-02-14,FG,0,0,FG-SOLAR PANEL WB,SINV25-04462,GIGA SOLAR,ZIRAKPUR,PB
0.0,0.0,Shipment No. DS25-04009:,SINV25-04463,,0.0,2026-02-14,,0,0,,SINV25-04463,GIGA SOLAR,ZIRAKPUR,PB
865260.0,865260.0,SOLAR PANEL 550 WP MONO HALF CUT NON DCR,SINV25-04463,C000529,138.0,2026-02-14,FG,0,0,FG-SOLAR PANEL WB,SINV25-04463,GIGA SOLAR,ZIRAKPUR,PB
0.0,0.0,Shipment No. DS25-04002:,SINV25-04464,,0.0,2026-02-16,,0,0,,SINV25-04464,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04464,C000106,224.0,2026-02-16,FG,0,0,FG-SOLAR PANEL WB,SINV25-04464,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-04010:,SINV25-04465,,0.0,2026-02-16,,0,0,,SINV25-04465,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04465,C000106,224.0,2026-02-16,FG,0,0,FG-SOLAR PANEL WB,SINV25-04465,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-04011:,SINV25-04466,,0.0,2026-02-16,,0,0,,SINV25-04466,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04466,C000106,224.0,2026-02-16,FG,0,0,FG-SOLAR PANEL WB,SINV25-04466,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-04012:,SINV25-04467,,0.0,2026-02-16,,0,0,,SINV25-04467,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04467,C000106,224.0,2026-02-16,FG,0,0,FG-SOLAR PANEL WB,SINV25-04467,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-04013:,SINV25-04468,,0.0,2026-02-16,,0,0,,SINV25-04468,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04468,C000106,224.0,2026-02-16,FG,0,0,FG-SOLAR PANEL WB,SINV25-04468,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-04014:,SINV25-04469,,0.0,2026-02-16,,0,0,,SINV25-04469,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04469,C000106,224.0,2026-02-16,FG,0,0,FG-SOLAR PANEL WB,SINV25-04469,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-04015:,SINV25-04470,,0.0,2026-02-16,,0,0,,SINV25-04470,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04470,C000106,224.0,2026-02-16,FG,0,0,FG-SOLAR PANEL WB,SINV25-04470,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-04016:,SINV25-04471,,0.0,2026-02-16,,0,0,,SINV25-04471,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04471,C000106,224.0,2026-02-16,FG,0,0,FG-SOLAR PANEL WB,SINV25-04471,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-04017:,SINV25-04472,,0.0,2026-02-16,,0,0,,SINV25-04472,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04472,C000106,224.0,2026-02-16,FG,0,0,FG-SOLAR PANEL WB,SINV25-04472,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-04018:,SINV25-04473,,0.0,2026-02-16,,0,0,,SINV25-04473,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04473,C000106,224.0,2026-02-16,FG,0,0,FG-SOLAR PANEL WB,SINV25-04473,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-04019:,SINV25-04474,,0.0,2026-02-16,,0,0,,SINV25-04474,OSWAL PUMPS LIMITED,KUTAIL,HR
2562560.0,2562560.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04474,C000106,224.0,2026-02-16,FG,0,0,FG-SOLAR PANEL WB,SINV25-04474,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-04020:,SINV25-04475,,0.0,2026-02-16,,0,0,,SINV25-04475,OSWAL PUMPS LIMITED,KUTAIL,HR
640640.0,640640.0,SOLAR PANEL 520 WP MONO HALF CUT DCR,SINV25-04475,C000106,56.0,2026-02-16,FG,0,0,FG-SOLAR PANEL WB,SINV25-04475,OSWAL PUMPS LIMITED,KUTAIL,HR
33750.0,33750.0,WOODEN SCRAP,SINV25-04476,C000514,4500.0,2026-02-16,SCRAP,0,0,SCRAP,SINV25-04476,SIMRAN TRADING COMPANY,YAMUNANAGAR,HR
0.0,0.0,Shipment No. DS25-04021:,SINV25-04477,,0.0,2026-02-16,,0,0,,SINV25-04477,EVERGREEN ENERGYS,FATEHBAD,HR
70000.0,70000.0,SOLAR ON GRID TIE INVERTER 3.0 KW SINGLE MPPT 1 STR-1PH,SINV25-04477,C000548,5.0,2026-02-16,MAIN STORE,0,0,ON GRID INVERTER,SINV25-04477,EVERGREEN ENERGYS,FATEHBAD,HR
0.0,0.0,Shipment No. DS25-04022:,SINV25-04478,,0.0,2026-02-16,,0,0,,SINV25-04478,OSWAL PUMPS LIMITED,KUTAIL,HR
2661120.0,2661120.0,SOLAR PANEL 540 WP MONO HALF CUT DCR,SINV25-04478,C000106,224.0,2026-02-16,FG,0,0,FG-SOLAR PANEL WB,SINV25-04478,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-04023:,SINV25-04479,,0.0,2026-02-16,,0,0,,SINV25-04479,OSWAL PUMPS LIMITED,KUTAIL,HR
2661120.0,2661120.0,SOLAR PANEL 540 WP MONO HALF CUT DCR,SINV25-04479,C000106,224.0,2026-02-16,FG,0,0,FG-SOLAR PANEL WB,SINV25-04479,OSWAL PUMPS LIMITED,KUTAIL,HR
0.0,0.0,Shipment No. DS25-04024:,SINV25-04480,,0.0,2026-02-16,,0,0,,SINV25-04480,OSWAL PUMPS LIMITED,KUTAIL,HR
