no,billToName,billToCity,state
SINV25-00284,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00285,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00286,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00287,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00288,TANYA ENTERPRISES,DELHI,DL
SINV25-00289,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00290,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00291,ECOSOLAR POWER MARKETING PRIVATE LIMITED,SARDULGARH,PB
SINV25-00292,KEWAL STEEL TRADERS,LUDHIANA,PB
SINV25-00293,THE GOELA ELECTRIC CO,AMBALA,HR
SINV25-00294,ISHAAN BRIGHT ENERGY (OPC) PRIVATE LIMITED,KURUKSHETRA,HR
SINV25-00295,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00296,RAJDEEP ECO CARE,LADWA,HR
SINV25-00297,ISHAAN BRIGHT ENERGY (OPC) PRIVATE LIMITED,KURUKSHETRA,HR
SINV25-00298,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00299,MANDHAN TRADING CO.,LADWA,HR
SINV25-00300,IKKAS ENTERPRISES,JAGADHRI,HR
SINV25-00301,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00302,FBI MULTI VENTURES,CHADOORA,JK
SINV25-00303,SURAJ SOLAR AGENCY,YAMUNANAGAR,HR
SINV25-00304,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00305,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00306,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00307,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00308,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00309,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00310,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00311,SHIV DHVANI TRADERS,JHANSI,UP
SINV25-00312,TYAGI ELECTRONICS AKSHAY URJA SHOPS,ASHOK NAGAR,MP
SINV25-00313,SHRI AMARNATH TRADERS,PALWAL,HR
SINV25-00314,SINGHAL SOLAR TRADERS,KHURJA,UP
SINV25-00315,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00316,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00317,SHRI KHATU SHYAM ENTERPRISES,RONCHI KHADAR,UP
SINV25-00318,ADITYA SOLAR,SIKANDRA,UP
SINV25-00319,GURU NANAK ELECTRIC STORE,LAKHIMPUR,UP
SINV25-00320,MEGHA GREEN ENERGY SOLUTIONS,BENGALURU,KA
SINV25-00321,HR IGNITE INNOVATIVE INDIA PRIVATE LIMITED,AGARTHALA,TR
SINV25-00322,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00323,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00324,ASHA ELESYS PRIVATE LIMITED,GREATER NOIDA,UP
SINV25-00325,AMPRER RECYCLING PRIVATE LIMITED,BENGALURU,KA
SINV25-00326,AMPRER RECYCLING PRIVATE LIMITED,BENGALURU,KA
SINV25-00327,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00328,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00329,SAMRIDDHI AND SAMARTH HIGH TECH AGRI SOLUTIONS,TIKAMGARH,MP
SINV25-00330,KRPC ENTERPRISES PVT LTD,DELHI,DL
SINV25-00331,AQUAMATIC INC,MOHALI,PB
SINV25-00332,AVANI SALES,MALLAWAN,UP
SINV25-00333,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00334,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00335,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00336,RAJDEEP ECO CARE,LADWA,HR
SINV25-00337,SIDHU COMPUTER CARE,MALOUT,PB
SINV25-00338,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00339,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00340,SIDHU COMPUTER CARE,MALOUT,PB
SINV25-00341,KRPC ENTERPRISES PVT LTD,DELHI,DL
SINV25-00342,SIDHU COMPUTER CARE,MALOUT,PB
SINV25-00343,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00344,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00345,MEWAT SOLAR HOUSE,NUH,HR
SINV25-00346,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00347,SURAJ SOLAR AGENCY,YAMUNANAGAR,HR
SINV25-00348,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00349,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00350,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00351,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00352,RAJDEEP ECO CARE,LADWA,HR
SINV25-00353,GENUS INNOVATION LIMITED,BAHADRABAD,UK
SINV25-00354,GENUS INNOVATION LIMITED,BAHADRABAD,UK
SINV25-00355,SK SOLAR,JAIPUR,RJ
SINV25-00356,FBI MULTI VENTURES,CHADOORA,JK
SINV25-00357,GENUS INNOVATION LIMITED,BAHADRABAD,UK
SINV25-00358,SAVITRI CONSTRUCTION,JHANSI,UP
SINV25-00359,ZAVIRA INDIA PRIVATE LIMITED,KARNAL,HR
SINV25-00360,GENUS INNOVATION LIMITED,BAHADRABAD,UK
SINV25-00361,SAT SOLAR ENERGY PRIVATE LIMITED,KARNAL,HR
SINV25-00362,SMARTEN POWER SYSTEMS LIMITED,GURGAON,HR
SINV25-00363,RAJDEEP ECO CARE,LADWA,HR
SINV25-00364,TANYA ENTERPRISES,DELHI,DL
SINV25-00365,SUNIL KUMAR,KARNAL,HR
SINV25-00366,GENUS INNOVATION LIMITED,BAHADRABAD,UK
SINV25-00367,GENUS INNOVATION LIMITED,BAHADRABAD,UK
SINV25-00368,GENUS INNOVATION LIMITED,BAHADRABAD,UK
SINV25-00369,RSVK GREEN ENERGIES,HAMIRPUR,HP
SINV25-00370,RSVK GREEN ENERGIES,HAMIRPUR,HP
SINV25-00371,GENUS INNOVATION LIMITED,BAHADRABAD,UK
SINV25-00372,G3S SOLAR POWER,RUPNAGAR,PB
SINV25-00373,ECOSOLAR POWER MARKETING PRIVATE LIMITED,SARDULGARH,PB
SINV25-00374,SMARTEN POWER SYSTEMS LIMITED,GURGAON,HR
SINV25-00375,SMARTEN POWER SYSTEMS LIMITED,GURGAON,HR
SINV25-00376,THE GOELA ELECTRIC CO,AMBALA,HR
SINV25-00377,SMARTEN POWER SYSTEMS LIMITED,GURGAON,HR
SINV25-00378,GLOBAL ENTERPRISES,BHATINDA,PB
SINV25-00379,SMARTEN POWER SYSTEMS LIMITED,GURGAON,HR
SINV25-00380,GLOBAL ENTERPRISES,BHATINDA,PB
SINV25-00381,SMARTEN POWER SYSTEMS LIMITED,GURGAON,HR
SINV25-00382,GLOBAL ENTERPRISES,BHATINDA,PB
SINV25-00383,SMARTEN POWER SYSTEMS LIMITED,GURGAON,HR
SINV25-00384,TANYA ENTERPRISES,MUZAFFARNAGAR,UP
SINV25-00385,M/S JITENDRA ELECTRIC CO.,SHAMLI,UP
SINV25-00386,MANOHARLAL DEBIPRASAD,BHAWANIPATNA,OD
SINV25-00387,RSVK GREEN ENERGIES,HAMIRPUR,HP
SINV25-00388,GURU NANAK ELECTRIC STORE,LAKHIMPUR,UP
SINV25-00389,M/S FARHA KHAN TRADERS,MORADABAD,UP
SINV25-00390,RAJDEEP ECO CARE,LADWA,HR
SINV25-00391,SAP COMMUNICATION,JAJPUR,OD
SINV25-00392,EVERON ENERGIES,NAGPUR,MH
SINV25-00393,PANKAJ TEA COMPANY,ABOHAR,PB
SINV25-00394,SUNRISE SOLAR ENTERPRISES,KANPUR,UP
SINV25-00395,INDIAN TECHNICAL MOBILE SOLUTION,BAHRAICH,UP
SINV25-00396,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00397,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00398,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00399,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00400,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00401,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00402,TANYA ENTERPRISES,DELHI,DL
SINV25-00403,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00404,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00405,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00406,SURAJ SOLAR AGENCY,YAMUNANAGAR,HR
SINV25-00407,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00408,TARAN TRADERS,GURDASPUR,PB
SINV25-00409,KATAL ELECTRONICS,MUKERIAN,PB
SINV25-00410,GENUS INNOVATION LIMITED,BAHADRABAD,UK
SINV25-00411,GANESH PIPE STORE,MANDI DABWALI,HR
SINV25-00412,INNOVATIVE ENGINEERING CO.,RAJPURA,PB
SINV25-00413,SIDHU COMPUTER CARE,MALOUT,PB
SINV25-00414,HIMRAJ SOLAR ELECTRICAL SOLUTIONS LLP,NADAUN,HP
SINV25-00415,ECO SOLAR ENERGIES,SAS NAGAR,PB
SINV25-00416,DEEP ELECTRICALS,LUDHIANA,PB
SINV25-00417,SUNGLOW ELECTRIC POWER PRIVATE LIMITED,PALI,HR
SINV25-00418,RAJDEEP ECO CARE,LADWA,HR
SINV25-00419,TANYA ENTERPRISES,DELHI,DL
SINV25-00420,SHIV DHVANI TRADERS,JHANSI,UP
SINV25-00421,SAVITRI CONSTRUCTION,JHANSI,UP
SINV25-00422,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00423,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00424,BHARAT PUMPS AND PIPE,KURUKSHETRA,HR
SINV25-00425,SIDHU COMPUTER CARE,MALOUT,PB
SINV25-00426,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00427,MOR TRADING & CONSTRUCTION CO.,RADAUR,HR
SINV25-00428,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00429,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00430,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00431,AGGARWAL MACHINARY STORE,SARDULGARH,PB
SINV25-00432,GENUS INNOVATION LIMITED,BAHADRABAD,UK
SINV25-00433,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00434,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00435,GENUS INNOVATION LIMITED,BAHADRABAD,UK
SINV25-00436,SINGHAL TRADING CO.,KARNAL,HR
SINV25-00437,D S ENTERPRISES,AMRITSAR,PB
SINV25-00438,B.S.A. TRADERS,SIRSA,HR
SINV25-00439,MOR TRADING & CONSTRUCTION CO.,RADAUR,HR
SINV25-00440,"MAHAVIR INDUSTRIES, DHURI",DHURI,PB
SINV25-00441,ALLIED FILLING STATION,GHARAUNDA,HR
SINV25-00443,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00444,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00445,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00446,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00447,ARYA WIRE INDUSTRIES,KARNAL,HR
SINV25-00448,TANYA ENTERPRISES,DELHI,DL
SINV25-00449,VINAKSHI BANSAL,KARNAL,HR
SINV25-00450,ISHAAN BRIGHT ENERGY (OPC) PRIVATE LIMITED,KURUKSHETRA,HR
SINV25-00451,KISHAN IRON & MACHINERY STORE,REWARI,HR
SINV25-00452,GLOBAL ENTERPRISES,BHATINDA,PB
SINV25-00453,AK DAS ENTERPRISES,THANABHAWAN,UP
SINV25-00454,G3S SOLAR POWER,RUPNAGAR,PB
SINV25-00455,TANYA ENTERPRISES,DELHI,DL
SINV25-00456,KEWAL STEEL TRADERS,LUDHIANA,PB
SINV25-00457,ISHAAN BRIGHT ENERGY (OPC) PRIVATE LIMITED,KURUKSHETRA,HR
SINV25-00458,ECOSOLAR POWER MARKETING PRIVATE LIMITED,SARDULGARH,PB
SINV25-00459,RAJDEEP ECO CARE,LADWA,HR
SINV25-00460,TANYA ENTERPRISES,DELHI,DL
SINV25-00461,REDPORT INFRA PRIVATE LIMITED,KADAPA,AP
SINV25-00462,REDPORT INFRA PRIVATE LIMITED,KADAPA,AP
SINV25-00463,S S SOLAR ENERGY,NOIDA,UP
SINV25-00464,KRPC ENTERPRISES PVT LTD,DELHI,DL
SINV25-00465,ANURAG TRADERS,SHARANPUR,UP
SINV25-00466,SHREE KRISHNA ELECTRIC BIKE,RAEBRELI,UP
SINV25-00467,ARYA WIRE INDUSTRIES,KARNAL,HR
SINV25-00468,DOON INFRAPOWER PROJECTS PRIVATE LIMITED,JAIPUR,RJ
SINV25-00469,TARAN TRADERS,GURDASPUR,PB
SINV25-00470,NORTH MARKETING ASSOCIATES,SAHIBABAD,UP
SINV25-00471,RAJDEEP ECO CARE,LADWA,HR
SINV25-00472,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00473,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00474,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00475,R S ENTERPRISES,SONIPAT,HR
SINV25-00476,SIDHU COMPUTER CARE,MALOUT,PB
SINV25-00477,MOR TRADING & CONSTRUCTION CO.,RADAUR,HR
SINV25-00478,AGGARWAL MACHINARY STORE,SARDULGARH,PB
SINV25-00479,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00480,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00481,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00482,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00483,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00484,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00485,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00486,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00487,SMARTEN POWER SYSTEMS LIMITED,GURGAON,HR
SINV25-00488,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00489,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00490,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00491,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00492,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00493,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00494,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00495,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00496,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00497,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00498,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00499,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00500,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00501,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00502,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00503,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00504,M/S JAISWAL BATTERY SERVICE,SULTANPUR,UP
SINV25-00505,GANESH PIPE STORE,MANDI DABWALI,HR
SINV25-00506,SUN ASTRA ENERGY SOLUTIONS PVT. LTD.,PANCHKULA,HR
SINV25-00507,MEWAT SOLAR HOUSE,NUH,HR
SINV25-00508,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00509,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00510,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00511,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00512,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00513,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00514,SONY TRADERS,GURDASPUR,PB
SINV25-00515,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00516,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00517,ASHA ELESYS PRIVATE LIMITED,GREATER NOIDA,UP
SINV25-00518,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00519,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00520,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00521,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00522,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00523,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00524,MOR TRADING & CONSTRUCTION CO.,RADAUR,HR
SINV25-00525,TANYA ENTERPRISES,DELHI,DL
SINV25-00526,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00527,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00528,GLOBAL ENTERPRISES,BHATINDA,PB
SINV25-00529,SIDHU COMPUTER CARE,MALOUT,PB
SINV25-00530,KATAL ELECTRONICS,MUKERIAN,PB
SINV25-00531,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00532,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00533,MOR TRADING & CONSTRUCTION CO.,RADAUR,HR
SINV25-00534,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00535,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00536,TANYA ENTERPRISES,DELHI,DL
SINV25-00537,AAROHI SERVICSES,BASTI,UP
SINV25-00538,INNOVATIONS,AMBALA CITY,HR
SINV25-00539,ISHAAN BRIGHT ENERGY (OPC) PRIVATE LIMITED,KURUKSHETRA,HR
SINV25-00540,AAROHI SERVICSES,BASTI,UP
SINV25-00541,SURAJ SOLAR AGENCY,YAMUNANAGAR,HR
SINV25-00542,G3S SOLAR POWER,RUPNAGAR,PB
SINV25-00543,JAI GURUDEV INFRATECH,AMBEDKAR NAGAR,UP
SINV25-00544,HARYANA SOLAR ENERGY,KAITHAL,HR
SINV25-00545,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00546,MODERN SOLAR COMPANY,ALLAHABAD,UP
SINV25-00547,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00548,ECOGOLD SOLAR PRODUCTS & SYSTEMS PRIVATE LIMITED,LUCKNOW,UP
SINV25-00549,SMARTEN POWER SYSTEMS LIMITED,GURGAON,HR
SINV25-00550,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00551,B.S.A. TRADERS,SIRSA,HR
SINV25-00552,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00553,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00554,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00555,BUNDELKHAND SALES & SERVICE LLP,JHANSI,UP
SINV25-00556,DOON INFRAPOWER PROJECTS PRIVATE LIMITED,JAIPUR,RJ
SINV25-00557,SHIV DHVANI TRADERS,JHANSI,UP
SINV25-00558,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00559,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00560,J S ELECTRONICS,CHHARRA,UP
SINV25-00561,SHREE DEV SOLER LIGHT,CHURU,RJ
SINV25-00562,UNIK AND HPR SOLAR,SHRI GANGANAGAR,RJ
SINV25-00563,SOLARFUEL,AKOLA,MH
SINV25-00564,DIAMOND RENEWABLE SOLUTIONS PRIVATE LIMITED,ZIRAKPUR,PB
SINV25-00565,EVERON ENERGIES,NAGPUR,MH
SINV25-00566,BHAGWAN PARSHURAM TRADING COMPANY,GHARAUNDA,HR
SINV25-00567,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00568,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00569,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00570,CHAHAL POWER PROJECTS,UKLANA,HR
SINV25-00571,G.S ENTERPRISES,KAPURTHALA,PB
SINV25-00572,GANESH PIPE STORE,MANDI DABWALI,HR
SINV25-00573,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00574,BHAGWAN PARSHURAM TRADING COMPANY,GHARAUNDA,HR
SINV25-00575,MOR TRADING & CONSTRUCTION CO.,RADAUR,HR
SINV25-00576,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00577,PANKAJ TEA COMPANY,ABOHAR,PB
SINV25-00578,SIDHU COMPUTER CARE,MALOUT,PB
SINV25-00579,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00580,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00581,GENUS INNOVATION LIMITED,BAHADRABAD,UK
SINV25-00582,GENUS INNOVATION LIMITED,BAHADRABAD,UK
SINV25-00583,GENUS INNOVATION LIMITED,BAHADRABAD,UK
SINV25-00584,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00585,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00586,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00587,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00588,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00589,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00590,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00591,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00592,TARAN TRADERS,GURDASPUR,PB
SINV25-00593,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00594,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00595,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00596,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00597,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00598,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00599,MOR TRADING & CONSTRUCTION CO.,RADAUR,HR
SINV25-00600,RAJDEEP ECO CARE,LADWA,HR
SINV25-00601,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00602,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00603,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00604,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00605,B.S.A. TRADERS,SIRSA,HR
SINV25-00606,SATNAM SOLAR ENTERPRISES,HAJIPUR,PB
SINV25-00607,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00608,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00609,SK SOLAR,JAIPUR,RJ
SINV25-00610,AGGARWAL MACHINARY STORE,SARDULGARH,PB
SINV25-00611,GLOBAL ENTERPRISES,BHATINDA,PB
SINV25-00612,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00613,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00614,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00615,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00616,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00617,SIDHU COMPUTER CARE,MALOUT,PB
SINV25-00618,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00619,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00620,TANYA ENTERPRISES,DELHI,DL
SINV25-00621,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00622,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00623,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00624,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00625,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00626,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00627,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00628,RAJDEEP ECO CARE,LADWA,HR
SINV25-00629,MOR TRADING & CONSTRUCTION CO.,RADAUR,HR
SINV25-00630,B3RG WORLDWIDE PRIVATE LIMITED,NOIDA,UP
SINV25-00631,SIDHU COMPUTER CARE,MALOUT,PB
SINV25-00632,PANKAJ TEA COMPANY,ABOHAR,PB
SINV25-00633,KHALSA POWER SOLAR PVT LTD,DERA BABA NANAK,PB
SINV25-00634,RAJASTHAN ELECTRONICS AND INSTRUMENTS LIMITED,JAIPUR,RJ
SINV25-00635,JAINSON'S MARKETING & SERVICES,BARAWALA,HR
SINV25-00636,RAJASTHAN ELECTRONICS AND INSTRUMENTS LIMITED,JAIPUR,RJ
SINV25-00637,KATAL ELECTRONICS,MUKERIAN,PB
SINV25-00638,DEEP ELECTRICALS,LUDHIANA,PB
SINV25-00639,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00640,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00641,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00642,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00643,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00644,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00645,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
SINV25-00646,OSWAL PUMPS LIMITED (SOLAR PV),KUTAIL,HR
